loop20_2.log - test_y,loop15_2.log - test_y,loop10.log - test_y,loop5.log - test_y,
0.0537499971688,0.0642499998212,0.0734999924898,0.0912500023842,
0.0537499971688,0.0642499998212,0.0732499957085,0.0907500013709,
0.0539999976754,0.0639999955893,0.0734999924898,0.0907500013709,
0.0542499981821,0.0639999955893,0.0734999924898,0.0907500013709,
0.0542500019073,0.0639999955893,0.0732499957085,0.0905000045896,
0.0542500019073,0.0639999881387,0.0734999924898,0.0907500013709,
0.0542500019073,0.0639999881387,0.0734999924898,0.0912499949336,
0.0539999976754,0.0639999881387,0.0732499957085,0.0912499949336,
0.0539999976754,0.0637499913573,0.0734999999404,0.0912499949336,
0.0539999976754,0.0637499988079,0.0734999999404,0.0912499949336,
0.0539999976754,0.0637499988079,0.0734999999404,0.091499991715,
0.0542499981821,0.0639999955893,0.0729999914765,0.0917500033975,
0.0542499981821,0.0632499977946,0.0729999914765,0.0922499969602,
0.0542499981821,0.0624999962747,0.0732499957085,0.0922499969602,
0.0542499981821,0.0622499957681,0.0732499957085,0.0927499905229,
0.0542499981821,0.0624999925494,0.0732499957085,0.092750005424,
0.0539999976754,0.0627499967813,0.0732499957085,0.0922499969602,
0.0539999976754,0.0627499967813,0.0734999924898,0.0922499969602,
0.0539999976754,0.0624999925494,0.0734999924898,0.0922499969602,
0.0539999976754,0.0629999935627,0.0732499957085,0.0917500033975,
0.0539999976754,0.0627499967813,0.0727499946952,0.0917500033975,
0.0542499981821,0.0627499967813,0.0727499946952,0.091499991715,
0.0539999976754,0.0627499967813,0.0727499946952,0.091499991715,
0.0539999976754,0.0627499967813,0.0727499946952,0.0912499949336,
0.0534999966621,0.0632499977946,0.0727499946952,0.0912499949336,
0.0534999966621,0.0632499977946,0.0732499957085,0.0915000066161,
0.0534999966621,0.0632499977946,0.0732499957085,0.0917500033975,
0.0534999966621,0.0629999935627,0.0732499957085,0.0917500033975,
0.0529999956489,0.0629999935627,0.0734999924898,0.0915000066161,
0.0529999956489,0.0629999935627,0.0734999924898,0.0915000066161,
0.0532499998808,0.0629999935627,0.0732499957085,0.0915000066161,
0.0529999993742,0.0629999935627,0.0732499957085,0.0915000066161,
0.0532499998808,0.0629999935627,0.0732499957085,0.0915000066161,
0.0532499961555,0.0629999935627,0.0732499957085,0.0915000066161,
0.0529999956489,0.0629999935627,0.0732499957085,0.0917500033975,
0.0529999956489,0.0629999935627,0.0732499957085,0.091499991715,
0.0529999956489,0.0629999935627,0.0732499957085,0.0912499949336,
0.0527499951422,0.0627499967813,0.0732499957085,0.0915000066161,
0.0527499951422,0.0627499967813,0.0734999999404,0.0912499949336,
0.0527499951422,0.0627499967813,0.0734999999404,0.0909999981523,
0.0532499961555,0.0627499967813,0.0740000009537,0.0907500013709,
0.0532499961555,0.0629999935627,0.0737499967217,0.0907500013709,
0.0532499961555,0.0629999935627,0.0737499967217,0.0907500013709,
0.0527499951422,0.0627499967813,0.0737499967217,0.091499991715,
0.0527499951422,0.0624999925494,0.0737499967217,0.091499991715,
0.0527499951422,0.0624999925494,0.0734999999404,0.0912499949336,
0.0527499951422,0.0624999925494,0.0734999999404,0.0909999907017,
0.0527499951422,0.0622499920428,0.0734999999404,0.0909999907017,
0.0527499951422,0.0624999925494,0.0734999999404,0.0909999907017,
0.0527499951422,0.0627499967813,0.0734999999404,0.0909999907017,
0.0527499951422,0.0627499967813,0.0734999999404,0.0907499864697,
0.0527499951422,0.0619999915361,0.0734999999404,0.0909999907017,
0.0527499951422,0.0619999915361,0.0734999999404,0.091499991715,
0.0527499951422,0.0619999915361,0.0734999999404,0.0909999981523,
0.0527499951422,0.0619999915361,0.0734999999404,0.0907500013709,
0.0527499951422,0.0622499920428,0.0734999999404,0.0902500078082,
,,0.0734999999404,,
,,0.0732499957085,,
,,0.0732499957085,,
,,0.0734999999404,,
,,0.0734999999404,,
,,0.0734999999404,,
,,0.0734999999404,,
,,0.0737499967217,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
